"Jane Austen, Pride and Prejudice"
"Lauren F. Winner, Girl Meets God"
 for fiction is the creation of the human mind and therefore congenial to it.
"T.S. Eliot, Knowledge and Experience in the Philosophy of F.H. Bradley"
"Laura Kreitzer, Fallen Legion"
"Krisi Keley, On the Soul of a Vampire"
C. JoyBell C.
Yahtzee Croshaw
"Lawrence N. Powell, Troubled Memory: Anne Levy, the Holocaust, and David Duke's Louisiana"
"Kurt Vonnegut Jr., Slaughterhouse-Five"
"Patricia Highsmith, Strangers on a Train"
"M. Scott Peck, The Road Less Traveled: A New Psychology of Love, Traditional Values, and Spiritual Growth"
"Toba Beta, Master of Stupidity"
Christopher Hitchens
Jonah Lehrer
"Jane Austen, Emma"
"Carl Sagan, The Varieties of Scientific Experience: A Personal View of the Search for God"
Lauryn Hill
Jeff Buckley
"Zhuangzi, Chuang Tzu: Basic Writings"
"Louis-Ferdinand Céline, Journey to the End of the Night"
William Ellery Channing
"Anonymous, Holy Bible: King James Version"
"Ralph Waldo Emerson, Essays: First and Second Series"
out there is true darkness.
"Toba Beta, My Ancestor Was an Ancient Astronaut"
"Sorin Cerin, Wisdom Collection: The Book of Wisdom"
"Jane Rogers, Island"
"Douglas Coupland, Player One: What Is to Become of Us"
"John Piper, The Pleasures of God: Meditations on God's Delight in Being God"
"Sara Gruen, Water for Elephants"
"Sondra Allan Carr, A Bed of Thorns and Roses"
"Baltasar Gracián, The Art of Worldly Wisdom"
"Stephen Batchelor, Confession of a Buddhist Atheist"
"Timothy B. Tyson, Blood Done Sign My Name: A True Story"
"Eugenia Price, Early Will I Seek Thee"
"Toba Beta, My Ancestor Was an Ancient Astronaut"
"Toba Beta, My Ancestor Was an Ancient Astronaut"
"Toba Beta, Master of Stupidity"
"Fyodor Dostoyevsky, The Brothers Karamazov"
"Hannah Arendt, On Revolution"
"Tzvetan Todorov, In Defence of the Enlightenment"
"Colum McCann, Let the Great World Spin"
"Wendell Berry, The Art of the Commonplace: The Agrarian Essays"
"Nikolai Gogol, Dead Souls"
"Toba Beta, My Ancestor Was an Ancient Astronaut"
"Toba Beta, Betelgeuse Incident: Insiden Bait Al-Jauza"
"Ralph Waldo Emerson, The Essays of Ralph Waldo Emerson"
 I insist on color.
"Toba Beta, My Ancestor Was an Ancient Astronaut"
"Tacitus, The Annals of Imperial Rome"
"Sebastian K. Young, I Had Every Excuse to Fail, but I Chose None"
"Toba Beta, Betelgeuse Incident: Insiden Bait Al-Jauza"
"Toba Beta, Master of Stupidity"
Kinky Friedman
"Michael Spencer, Mere Churchianity: Finding Your Way Back to Jesus-Shaped Spirituality"
"Carlos Ruiz Zafón, The Shadow of the Wind"
"Toba Beta, My Ancestor Was an Ancient Astronaut"
Leo Tolstoy
Bertolt Brecht
"Maisie Mosco, Almonds and Raisins"
"Dana Reinhardt, How to Build a House"
"Brenda Ueland, If You Want to Write: A Book about Art, Independence and Spirit"
"Joe Kelly, Douglas Fredericks and the House of They"
"Suzy Kassem, Rise Up and Salute the Sun: The Writings of Suzy Kassem"
Swami Dhyan Giten
"G.K. Chesterton, Heretics / Orthodoxy: Nelson's Royal Classics"
Kamand Kojouri
Anna Todd
"Margaret Atwood, Bluebeard's Egg"
"Aberjhani, Splendid Literarium: A Treasury of Stories, Aphorisms, Poems, and Essays"
"Joseph Beuys, What Is Art?: Conversations with Joseph Beuys"
Phyllis George
Haruki Murakami
Stanley Victor Paskavich
Walter Kaufmann
"Karen Joy Fowler, Sarah Canary"
"Suzy Kassem, Rise Up and Salute the Sun: The Writings of Suzy Kassem"
Aleister Crowley
"Heather Bouwman, The Remarkable & Very True Story of Lucy & Snowcap"
"Pauline Clarke, The Return of the Twelves"
"Suzy Kassem, Rise Up and Salute the Sun: The Writings of Suzy Kassem"
"Maggie Stiefvater, Sinner"
"Suzy Kassem, Rise Up and Salute the Sun: The Writings of Suzy Kassem"
Suzy Kassem
"Suzy Kassem, Rise Up and Salute the Sun: The Writings of Suzy Kassem"
"Catherynne M. Valente, The Girl Who Circumnavigated Fairyland in a Ship of Her Own Making"
Santosh Kalwar
Michael Bassey Johnson
Nikki Rowe
"Criss Jami, Healology"
Stephanie Lahart
"Alberto Caeiro, The Keeper of Sheep"
"Rick Riordan, The Blood of Olympus"
"Jay Woodman, SPAN"
"Na, I'll Be Seeing You"
"Alberto Caeiro, The Keeper of Sheep"
"Gabriel García Márquez, Liefde in tijden van cholera"
"Leviak B. Kelly, Religion: The Ultimate STD: Living a Spiritual Life without Dogmatics or Cultural Destruction"
Albert Camus
"Kahlil Gibran, Sand and Foam"
Alberto Caeiro
"Truth Devour, Wantin"
"Alberto Caeiro, The Collected Poems of Alberto Caeiro"
Milton Berle
Alan Shapiro
"Criss Jami, Killosophy"
"Neil Gaiman, American Gods"
"Suzanne Wright, Feral Sins"
"Heidi Cullinan, Special Delivery"
"Agatha Christie, A Caribbean Mystery"
"E.A. Bucchianeri, Brushstrokes of a Gadfly"
"Brenda Sutton Rose, Dogwood Blues"
Frederic Raphael
Luther Burbank
Roy  Bennett
Alain de Botton
"Wilkie Collins, The Woman in White"
"Gemma Halliday, Social Suicide"
"Criss Jami, Diotima, Battery, Electric Personality"
Oscar Wilde
"Pramoedya Ananta Toer, Bumi Manusia"
"Robert Ludlum, The Bourne Supremacy"
"James Robertson, And the Land Lay Still"
"Perry Anderson, Spectrum: From Right to Left in the World of Ideas"
"Steven J. Carroll, The Road to Jericho"
"Raquel Cepeda, Bird of Paradise: How I Became Latina"
"Candace Bushnell, The Carrie Diaries"
"Robert Anton Wilson, Natural Law: or Don't Put a Rubber on Your Willy"
Roxy Writer
"Paul Tobin, Prepare to Die!"
"Richelle E. Goodrich, Smile Anyway"
L.M. Fields
"Mike Mignola, B.P.R.D., Vol. 13: 1947"
"Steve Maraboli, Unapologetically You: Reflections on Life and the Human Experience"
Gotthold Ephraim Lessing
"Jodi Picoult, My Sister's Keeper"
"Tim LaHaye, Nicolae"
jojo1980
Enock Maregesi
"Victor H Ernest, I Talked with Spirits"
"Adriana Koulias, Temple of the Grail"
"Na, I'll Be Seeing You"
"F. Scott Fitzgerald, The Beautiful and Damned"
"Terry Pratchett, The Truth"
"Umberto Eco, The Name of the Rose"
"Imants Ziedonis, Epifānijas"
"Mark Haskell Smith, Heart of Dankness: Underground Botanists, Outlaw Farmers, and the Race for the Cannabis Cup"
"Chelsea Fine, Anew"
"Brandon Sanderson, The Way of Kings"
Faraaz Kazi
Toni Sorenson
"Shannon Hale, Book of a Thousand Days"
Winston  Churchill
"Susan Wittig Albert, The Tale of Hill Top Farm"
"J.A. Saare, The Renfield Syndrome"
 The truth that lights the way and the truth that warms the heart. The fist of these is science and the second is art.
Gary Oldman
"Stephen King, Full Dark, No Stars"
Muhammad Yunus
"Michael  Grant, BZRK"
"Dean Koontz, A Big Little Life:  A Memoir of a Joyful Dog"
Pablo
"T.A. Miles, Raventide"
"Jenny Han, Clara Lee and the Apple Pie Dream"
James Cameron
"J.B.  Thomas, Little Moments Of Truth"
"Edward Abbey, Postcards from Ed: Dispatches and Salvos from an American Iconoclast"
Dakota Dawn
"Oscar Wilde, The Picture of Dorian Gray"
"Graham Greene, The Comedians"
"Terry Goodkind, Naked Empire"
"Paulo Coelho, The Pilgrimage"
Charles Eames
"Ronald Reagan, The Reagan Diaries"
"Criss Jami, Killosophy"
Ashly Lorenzana
"Tae Yun Kim, Seven Steps to Inner Power"
"Neil Gaiman, American Gods"
"Katherine Dunn, Geek Love"
"John Paul II, Love and Responsibility"
"George Pelecanos, Down by the River Where the Dead Men Go"
"Hilda van Stockum, The Borrowed House"
"Philip Roth, The Ghost Writer"
"Ernest Hemingway, For Whom the Bell Tolls"
"Jodi Picoult, Handle with Care"
"Deb Caletti, The Six Rules of Maybe"
"Ozzie Zehner, Green Illusions"
"Alice Hoffman, Incantation"
"Thomas Pynchon, Gravity's Rainbow"
Toba Beta
Abhijeet Sawant
Lani Diane Rich
Michael Duncan
"Toba Beta, Master of Stupidity"
"Francesca Marciano, Casa Rossa"
Thomas Williams
Dorothy Dix
Simon Bolivar
"Norman G. Finkelstein, Goldstone Recants: Richard Goldstone Renews Israel's License to Kill"
Blaise Pascal
Christian Boltanski
"Dean Koontz, False Memory"
"Stephen King, Bag of Bones"
Oscar Wilde
Melissa Bradley
"Emily Dickinson, The Complete Poems of Emily Dickinson"
Jack Kerouac
Walter Lippmann
"G.K. Chesterton, All Things Considered"
"Todd Strasser, Famous"
Daniel Black
"David Darling, Soul Search: A Scientist Explores the Afterlife"
"Thornton Wilder, The Ides of March"
John H. Alexander
Allen Morris Jones
"Toba Beta, Master of Stupidity"
Fee Scott
"Frigyes Karinthy, Please Sir!"
"Lorna Seilstad, Making Waves"
Leo Tolstoy
Murasaki Shikibu
Fee Scott
"Arthur Phillips, Prague"
Amit Abraham
John Boyne
Richard M. Rorty
"Charles Benoit, You"
Nadine Gordimer
Ludwig Wittgenstein
"Scott Spencer, Endless Love"
"Vera Nazarian, The Perpetual Calendar of Inspiration"
James Connolly
"Marcus Aurelius, Meditations"
Gao Xingjian
"Yevgeny Zamyatin, Islanders And, The Fisher Of Men"
Amy Goodman
William J. Harris
Derek Prince
"Savitri Devi, Pilgrimage"
"Djayawarman Alamprabu, Feared Intellectualism"
"Arthur Conan Doyle, The Red Headed League"
"Sebastian Barry, The Secret Scripture"
"Toba Beta, My Ancestor Was an Ancient Astronaut"
"Savitri Devi, The Lightning And The Sun"
"Timothy B. Tyson, Blood Done Sign My Name: A True Story"
"W.H. Auden, Enchafed Flood"
"Joan Bauer, Squashed"
"Toba Beta, My Ancestor Was an Ancient Astronaut"
"Clare Francis, Keep Me Close/Betrayal Duo"
"Toba Beta, My Ancestor Was an Ancient Astronaut"
"Toba Beta, My Ancestor Was an Ancient Astronaut"
 no one's true self was the business of more than a very small number of family members or close friends.
Robert B. Laughlin
"Toba Beta, Master of Stupidity"
"Dee White, Letters To Leonardo"
"Chris Crutcher, Whale Talk"
"Orson Scott Card, Shadow of the Hegemon"
"Kingsley Amis, Jake's Thing"
"Luis Buñuel, My Last Sigh"
Toba Beta
William Osler
John Emerich Edward Dalberg-Acton
David Baldacci
"Toba Beta, Betelgeuse Incident: Insiden Bait Al-Jauza"
"Michael Crichton, State of Fear"
"Orson Scott Card, Shadow Puppets"
"Toba Beta, Betelgeuse Incident: Insiden Bait Al-Jauza"
Paul McKenna
John Milton
Joan Ryan
"Sheri S. Tepper, The Revenants"
Eugène Carrière
Maurice Blondel
Toba Beta
Arthur Ernest Cowley
John Piper
Santosh Kalwar
"Toba Beta, Betelgeuse Incident: Insiden Bait Al-Jauza"
Toba Beta
Carson Kressley
Salman Rushdie
"Toba Beta, Master of Stupidity"
"Elizabeth Gilbert, Eat, Pray, Love"
"Toba Beta, Master of Stupidity"
"Santosh Kalwar, Happening:Poems"
"Suzy Kassem, Rise Up and Salute the Sun: The Writings of Suzy Kassem"
Kemi Sogunle
Philip Dormer Stanhope
 error is mortal. 
"Rachel Klein, The Moth Diaries"
Amit Ray
"Diane Duane, Wizards at War"
"Juli Zeh, Spieltrieb"
"Suzy Kassem, Rise Up and Salute the Sun: The Writings of Suzy Kassem"
"Augusto Roa Bastos, I, the Supreme"
"Suzy Kassem, Rise Up and Salute the Sun: The Writings of Suzy Kassem"
Suzy Kassem
Michael Mejia
"Amy Zhang, This Is Where the World Ends"
"Bangambiki Habyarimana, Pearls Of Eternity"
Hermann Bahr
 it is actually our truisms that are untrue.
"Suzy Kassem, Rise Up and Salute the Sun: The Writings of Suzy Kassem"
"Oscar Wilde, Lord Arthur Savile's Crime and Other Stories"
Mark Willis
J.M. Coetzee
 within the parameters of their agreement with reality. Save your energy.
Anonymous
"Eliezer Yudkowsky, Rationality: From AI to Zombies"
"Carlos Ruiz Zafón, The Shadow of the Wind"
M.L. Shanahan
"Criss Jami, Healology"
Jennifer Elisabeth
Michael Bassey Johnson
"Lauren Oliver, Delirium"
"Amit Kalantri, Wealth of Words"
"Alex Morritt, Impromptu Scribe"
Hassan Choughari
"René Descartes, Discourse on Method and Meditations on First Philosophy"
D. Antoinette Foy
"Stephen King, Cujo"
"Criss Jami, Killosophy"
"Ludwig Feuerbach, The Essence of Christianity"
"Alberto Caeiro, The Collected Poems of Alberto Caeiro"
Amaka Imani Nkosazana
"Alberto Caeiro, The Keeper of Sheep"
"Herbert Spencer, First Principles"
"Alberto Caeiro, The Keeper of Sheep"
"Suzy Kassem, Rise Up and Salute the Sun: The Writings of Suzy Kassem"
"Criss Jami, Killosophy"
"Alberto Caeiro, The Keeper of Sheep"
"Oliver Wendell Holmes Sr., The Deacon's Masterpiece or the Wonderful One-Hoss Shay"
"Alberto Caeiro, The Collected Poems of Alberto Caeiro"
"Muse, Enigmatic Evolution"
Jenna Alatari
"Alberto Caeiro, The Keeper of Sheep"
"Criss Jami, Killosophy"
"Edmond Rostand, Cyrano de Bergerac"
Jonathan Anthony Burkett
Wiz Khalifa
"Charles Bukowski, You Get So Alone at Times That it Just Makes Sense"
"Patricia Briggs, Moon Called"
"Abigail Haas, Dangerous Girls"
Cyc Jouzy
H.P. Lovecraft
Turcois Ominek
"Tony Vigorito, Nine Kinds of Naked"
Lionel Suggs
 He exists in spite of all religions.
"Carson McCullers, The Heart is a Lonely Hunter"
sunny-drunk
"Truth Devour, Wantin"
"William Faulkner, Light in August"
"Jackson Burnett, The Past Never Ends"
"Heather Nelson, The Albino Redwoods"
Mehmet Murat ildan
"Ted Dekker, Black: The Birth of Evil"
"Alexandra Bogdanovic, Truth Be Told: Adam Becomes Audrey"
Brittany DeLaBarrera
George Eliot
Norlito Baclayen
Felix Adler
"Christopher Vogler, The Writer's Journey: Mythic Structure for Writers"
Prashant
Seth D.
"Lovely Goyal, I Love the Way You Love Me"
"Lovely Goyal, I Love the Way You Love Me"
"Susane Colasanti, Take Me There"
Mehmet Murat ildan
Mollie Marti
"Italo Calvino, If on a Winter's Night a Traveler"
"John Steinbeck, Cannery Row"
"Criss Jami, Killosophy"
"Criss Jami, Killosophy"
"Criss Jami, Killosophy"
Mollie Marti
Donna Lynn Hope
Mollie Marti
"Raymond Chandler, The High Window"
Dejan Stojanovic
William Saroyan
Chuck Palahniuk
"E.D.E.N. Southworth, Capitola's Peril"
"Swami Dhyan Giten, Presence - Working from Within. The Psychology of Being"
R. Lewis
Alain de Botton
"Nelson Algren, Entrapment and Other Writings"
Marty Rubin
"David Budbill, Judevine: The Complete Poems, 1970-1990"
L.M. Fields
"Dalit Orbach, בדידותו של קורא המחשבות"
"E.D.E.N. Southworth, Capitola's Peril"
"Stephen R. Lawhead, The Paradise War"
"Nathaniel Hawthorne, The Scarlet Letter"
Clive Ollies
Dallas Athent
"Sandro Veronesi, Quiet Chaos"
"Arthur Miller, The Crucible"
"Robert James Waller, The Bridges of Madison County"
"Anton Chekhov, Gooseberries and Other Stories"
"John Irving, In One Person"
"Neil Gaiman, Fragile Things: Short Fictions and Wonders"
"Eugene T. Gendlin, Focusing"
"Henrik Ibsen, An Enemy of the People"
Clark Mustakas
"L.J. Smith, Vreden och Återkomsten"
Robert Louis Stevenson
"E.A. Bucchianeri, Faust: My Soul Be Damned for the World Volume 1"
"Roger Ebert, Life Itself"
"Vera Nazarian, The Perpetual Calendar of Inspiration"
Meša Selimović
"Carlos Ruiz Zafón, The Midnight Palace"
"Hallgrímur Helgason, The Hitman's Guide to Housecleaning"
"Russian, Unknown"
Liz Armbruster
"Mary Beth Chapman, Choosing to SEE"
Eric Gill
"William J. Federer, Change to Chains-The 6,000 Year Quest for Control -Volume I-Rise of the Republic"
Faraaz Kazi
Santosh Kalwar
Mehmet Murat ildan
Jackie Blue
"Kazimir Malevich, Essays On Art, 1915 1933"
Mehmet Murat ildan
Dakota Dawn
"Aeschylus, The Oresteia"
"Alison Bechdel, Fun Home: A Family Tragicomic"
John R.W. Stott
"Tim Tharp, Knights of the Hill Country"
"Charles Stross, The Fuller Memorandum"
Miranda Linda Weisz
"Umberto Eco, A Theory of Semiotics"
"Daniel Mackler, Toward truth: A psychological guide to enlightenment"
"David Mitchell, The Thousand Autumns of Jacob de Zoet"
"Garth Stein, The Art of Racing in the Rain"
"Vladimir Bartol, Alamut"
"Chögyam Trungpa, Cutting Through Spiritual Materialism"
"F. Scott Fitzgerald, The Beautiful and Damned"
"Tara Leigh Cobble, Orange Jumpsuit: Letters to the God of Freedom"
Stephen King
"Daniel Mackler, Toward truth: A psychological guide to enlightenment"
Thomas Pynchon
"H.E. Davey, Japanese Yoga: The Way of Dynamic Meditation"
"Samuel Johnson, Lives of the poets: Milton"
"Erin McKean, The Secret Lives of Dresses"
"Neil Postman, Building a Bridge to the 18th Century: How the Past Can Improve Our Future"
"Jane Austen, Persuasion"
Irmgard Keun
 it allows us to recognize the authenticity of the distress & yet not be overwhelmed by it.
"Megan Chance, The Spiritualist"
Voltaire
"Toba Beta, Master of Stupidity"
"Dan Brown, Angels & Demons"
Mike  Norton
"Criss Jami, Venus in Arms"
"Isabel Allende, Kingdom of the Golden Dragon"
"Alexander Schmemann, For the Life of the World: Sacraments and Orthodoxy"
"Jonathan Safran Foer, Extremely Loud and Incredibly Close"
Ashly Lorenzana
"Aziz Nesin, Zübük"
"Ayn Rand, We the Living"
"Vera Nazarian, Dreams of the Compass Rose"
"Muriel Barbery, Gourmet Rhapsody"
Richard Pryor
"Patti Roberts, The Angels Are Here"
"Pope Benedict XVI, Saved in Hope: Spe Salvi"
"Caitlín R. Kiernan, Two Worlds and in Between: The Best of Caitlin R. Kiernan, Volume One"
"Victor Hugo, Les Misérables"
"Robin Wasserman, Crashed"
"Toba Beta, Master of Stupidity"
"William James, Pragmatism and Other Writings"
Jayce O'Neal
 they won't allow the truth to be obscured by a bunch of facts.
Laura Spinella
"Jonathan Safran Foer, Extremely Loud and Incredibly Close"
Tiffany Madison
Megan Karasch
"Henning Mankell, Sidetracked"
"Toba Beta, Master of Stupidity"
"Toba Beta, Master of Stupidity"
"Iris Johansen, Dead Aim"
"Arthur Schopenhauer, The Art of Literature"
"Arthur Schopenhauer, The Art of Literature"
Catherynne M. Valente
"R.C. Sproul, Choosing My Religion"
Donna J. Haraway
"Sophocles, Antigone"
"Terry Johnson, Plays 1: Insignificance / Unsuitable for Adults / Cries from the Mammal House"
"Patricia MacLachlan, The Facts and Fictions of Minna Pratt"
Barbra Streisand
"Chris Hedges, War Is a Force That Gives Us Meaning"
"Albert Camus, The Fall"
"Kurt Vonnegut Jr., Cat's Cradle"
"Louise Penny, The Brutal Telling"
John H. Alexander
"Stanisław Ignacy Witkiewicz, The Madman and the Nun: and Other Plays"
"Gene Wolfe, Shadow & Claw"
Richard Curtis
"Toba Beta, Betelgeuse Incident: Insiden Bait Al-Jauza"
"E.M. Forster, Aspects of the Novel"
"Edmund Spenser, Fierce Wars and Faithful Loves"
David Ford
Bill Bryson
William Brade
"Jeff Rice, The Night Stalker"
Gregory A. Boyd
"Toba Beta, Betelgeuse Incident: Insiden Bait Al-Jauza"
"Toba Beta, My Ancestor Was an Ancient Astronaut"
Naa Shalman
Toba Beta
"C.S. Lewis, On the Incarnation"
"Natalie Goldberg, Old Friend from Far Away: The Practice of Writing Memoir"
"R. Bosworth Smith, Mohammed and Mohammedanism"
"Friedrich Nietzsche, Untimely Meditations"
"Hermann Hesse, The Journey to the East"
"George Bernard Shaw, Saint Joan"
"Umberto Eco, The Name of the Rose"
"Fyodor Sologub, Little Demon (Literary Monuments) / Melkiy Bes"
"Melanie Joy, Why We Love Dogs, Eat Pigs, and Wear Cows: An Introduction to Carnism: The Belief System That Enables Us to Eat Some Animals and Not Others"
"John Piper, The Pleasures of God: Meditations on God's Delight in Being God"
"Aldous Huxley, The Devils of Loudun"
"George Fox, The Journal of George Fox"
"Yevgeny Zamyatin, Islanders And, The Fisher Of Men"
"Nathaniel Hawthorne, The Scarlet Letter"
Clarence Day Jr.
"Charles Benoit, You"
Harley King
"Jean Hatzfeld, Machete Season: The Killers in Rwanda Speak"
"Carl Lotus Becker, The Heavenly City of the Eighteenth Century Philosophers"
Ernest Hemingway
"Harry Blamires, Highway To Heaven"
Marty Rubin
Orson Scott Card
"Toba Beta, Master of Stupidity"
"Peter Prange, The Philosopher's Kiss"
"Toba Beta, My Ancestor Was an Ancient Astronaut"
"W.G. Sebald, Vertigo"
"Charlotte Brontë, Jane Eyre"
"Toba Beta, My Ancestor Was an Ancient Astronaut"
"Swami Satchidananda, The Yoga Sutras"
"Albert Camus, The Myth of Sisyphus and Other Essays"
"Jorge Luis Borges, Ficciones"
"Robert Farrar Capon, Between Noon & Three: Romance, Law & the Outrage of Grace"
"José Luis Ruiz, The Fifth Agreement: A Practical Guide to Self-Mastery"
Dorothy   Thompson
"Gary Snyder, Practice of the Wild"
Pope Paul VI
"Seyoung Kim, Boy Princess, Volume 2"
"Jude Morgan, Indiscretion"
"Ludwig Wittgenstein, Tractatus Logico-Philosophicus"
Max Born
"Toba Beta, My Ancestor Was an Ancient Astronaut"
"Kate Horsley, Confessions of a Pagan Nun"
"Walter Benjamin, Reflections: Essays, Aphorisms, Autobiographical Writings"
"Antoine de Saint-Exupéry, Le Petit Prince"
"Toba Beta, My Ancestor Was an Ancient Astronaut"
"Olaf Stapledon, Odd John"
"Jean-Yves Leloup, Compassion and Meditation: The Spiritual Dynamic between Buddhism and Christianity"
Toba Beta
Toba Beta
"Toba Beta, My Ancestor Was an Ancient Astronaut"
"Toba Beta, Master of Stupidity"
Toba Beta
"Toba Beta, Betelgeuse Incident: Insiden Bait Al-Jauza"
"Toba Beta, Master of Stupidity"
"Toba Beta, Master of Stupidity"
Daniel Alarcón
"Toba Beta, Betelgeuse Incident: Insiden Bait Al-Jauza"
William O. Douglas
"Gautama Buddha, Diamond Sutra"
Irenaeus of Lyons
"Allan Bloom, The Closing of the American Mind"
"Andrzej Sapkowski, Lux perpetua"
"Toba Beta, Betelgeuse Incident: Insiden Bait Al-Jauza"
"Benjamin Wiker, The Mystery of the Periodic Table"
"Brenda Ueland, If You Want to Write: A Book about Art, Independence and Spirit"
"Garrison Keillor, Lake Wobegon Days"
Yiyun Li
"Leslie Marmon Silko, Almanac of the Dead"
"Toba Beta, My Ancestor Was an Ancient Astronaut"
"Matthew Pearl, The Last Dickens"
"Toba Beta, My Ancestor Was an Ancient Astronaut"
"Hermann Hesse, Siddhartha"
"Toba Beta, My Ancestor Was an Ancient Astronaut"
Nafisa Haji
"Sherry K. White, Walking in the Father's Riches: The Prosperity of Sonship"
"Keith Ablow, Murder Suicide"
Toba Beta
"Eden Phillpotts, A Shadow Passes"
Stanley Victor Paskavich
"Chris Crutcher, Deadline"
"Toba Beta, Betelgeuse Incident: Insiden Bait Al-Jauza"
"Charles Herrick, Breath of Kenya: A Missionary Journal"
Toba Beta
"Toba Beta, Betelgeuse Incident: Insiden Bait Al-Jauza"
"Toba Beta, Betelgeuse Incident: Insiden Bait Al-Jauza"
"Santosh Kalwar, Nature God"
Toba Beta
Edwin Hubbell Chapin
"Dexter Palmer, Version Control"
"Robert Musil, The Confusions of Young Törless"
Charles McCabe
"Matthew      Lewis, The Monk"
"E.M. Forster, Howards End"
Sidney Howard
"Maurice Maeterlinck, Wisdom And Destiny"
Jeane Kirkpatrick
"Mikhail Sholokhov, Der stille Don"
Kamand Kojouri
Belsebuub
Demosthenes
"Dean Koontz, Ashley Bell"
Sunday Adelaja
John M Sheehan
Nikki Rowe
Nikki Rowe
"Alaric Hutchinson, Living Peace"
"Robert Kirkman, The Walking Dead, Vol. 26: Call to Arms"
"Suzy Kassem, Rise Up and Salute the Sun: The Writings of Suzy Kassem"
"Suzy Kassem, Rise Up and Salute the Sun: The Writings of Suzy Kassem"
 because in reading one is reminded of the truth man is given at birth -- by man I mean man and woman.
Lailah Gifty Akita
Dominic Riccitello
Germany Kent
"Amit Ray, Walking the Path of Compassion"
 the mind is not loyal to You.
Gary   Hopkins
"Suzy Kassem, Rise Up and Salute the Sun: The Writings of Suzy Kassem"
"Suzy Kassem, Rise Up and Salute the Sun: The Writings of Suzy Kassem"
"Amy Zhang, This Is Where the World Ends"
"T.F. Hodge, From Within I Rise: Spiritual Triumph Over Death and Conscious Encounters with ""The Divine Presence"""
"Lawren Leo, Love's Shadow: Nine Crooked Paths"
"George Gordon Byron, Manfred"
"Suzy Kassem, Rise Up and Salute the Sun: The Writings of Suzy Kassem"
Juliette
"Leisa Rayven, Wicked Heart"
Steve Maraboli
"Louise Glück, Faithful and Virtuous Night"
"Joseph Conrad, Lord Jim"
"Suzy Kassem, Rise Up and Salute the Sun: The Writings of Suzy Kassem"
"Joseph Conrad, Lord Jim"
Amit Abraham
"Kristin Cashore, Bitterblue"
"Friedrich Max Müller, India: What it Can Teach Us"
"Suzy Kassem, Rise Up and Salute the Sun: The Writings of Suzy Kassem"
"Susan Mallery, Three Little Words"
Marcel Proust
"Hannah Brencher, If You Find This Letter: My Journey to Find Purpose Through Hundreds of Letters to Strangers"
"Marcel Proust, Swann's Way"
Serina Hernandez
Vivian Amis
"Sebastian Barry, The Secret Scripture"
"Ludwig Feuerbach, Lectures on the Essence of Religion"
Jennifer Elisabeth
Amaka Imani Nkosazana
RYCJ
"Alberto Caeiro, The Collected Poems of Alberto Caeiro"
"Alberto Caeiro, The Keeper of Sheep"
"Alberto Caeiro, Selected Poems by Fernando Pessoa,: Including Poems by His Heteronyms: Alberto Caeiro, Ricardo Reis [And] Alvaro de Campos, as Well as Some of His Eng"
"Delano Johnson, Words That Changed the World"
"Suzanne Palmieri, The Witch of Belladonna Bay"
"Heather Nelson, The Albino Redwoods"
Ary Hidayat
"Edith Pattou, East"
"David Foster Wallace, Infinite Jest"
Sameh Elsayed
"Celia McMahon, Skye"
"Alberto Caeiro, The Keeper of Sheep"
"Sukant Ratnakar, Open The Windows: To the World around You"
"Alberto Caeiro, The Collected Poems of Alberto Caeiro"
"George Orwell, I Have Tried to Tell the Truth: 1943-1944"
"Alberto Caeiro, The Collected Poems of Alberto Caeiro"
"Alberto Caeiro, The Collected Poems of Alberto Caeiro"
"Alberto Caeiro, O Pastor Amoroso"
"Kandathil Sebastian, Dolmens in the Blue Mountain"
"Alberto Caeiro, The Keeper of Sheep"
Álvaro de Campos
Álvaro de Campos
"Alberto Caeiro, The Collected Poems of Alberto Caeiro"
Max Frisch
Rudyard Kipling
"Herman Melville, Moby-Dick or, The Whale"
"Thrity Umrigar, The Space Between Us"
"Cedric Nye, Jango's Anthem"
"Marci Shimoff, Chicken Soup for the Single's Soul (Chicken Soup for the Soul"
Lini D Clarke
"Na, I'll Be Seeing You"
Zarina Bibi
"Daniel Wallace, The Kings and Queens of Roam"
G.K. Chesterton
"Na, I'll Be Seeing You"
"William Faulkner, Light in August"
Adil Adam Memon
Adil Adam Memon
James Rozoff
"Lev Shestov, Athens and Jerusalem"
"Haruki Murakami, 1Q84"
Pradeep
James Rozoff
"Jon Paul Fiorentino, Indexical Elegies"
James Rozoff
 the truth catches the lie
James Rozoff
 there is only mind and body! Update your truth or the truth will update you! The truth and the science are the greatest updaters!
Adil Adam Memon
Carlous Ruiz Zafon
"Miguel Ruiz, The Four Agreements: A Practical Guide to Personal Freedom"
"Emily Dickinson, The Complete Poems of Emily Dickinson"
"Tamora Pierce, Alanna: The First Adventure"
"Hannah Harrington, Speechless"
"Chuck Palahniuk, Lullaby"
"Douglas R. Hofstadter, Gödel, Escher, Bach: An Eternal Golden Braid"
Paul Celan
"E.A. Bucchianeri, Brushstrokes of a Gadfly"
"Dejan Stojanovic, The Sun Watches the Sun"
"Thomas Pynchon, Gravity's Rainbow"
Frederick Weisel
"Criss Jami, Killosophy"
"David Mitchell, Cloud Atlas"
"Dorothy L. Sayers, The Letters of Dorothy L. Sayers. Vol. 1, 1899-1936: The Making of a Detective Novelist"
